"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of mitotic cell cycle phase transition","GO:1901992","false","0.03265434022481542","1.4860590866579835","93","710","13","21026","CDC20,DTL,RRM2,CDC25A,CCNB1,CDC25C,CCNE2,CDK1,CCND2,RGCC,DLGAP5,CDC6,UBE2C"
"GO:BP","monoatomic ion transport","GO:0006811","false","0.03448455023180224","1.4623754339673476","1282","710","72","21026","KCNAB2,KCNQ4,SLC1A7,MCOLN3,AMIGO1,GSTM2,KCNC4,KCNA10,KCNA2,GJA5,ATP1B1,ADORA1,KCNF1,SLC30A3,SLC1A4,SLC9A2,TMEM37,SLC40A1,SLC39A10,NMUR1,TRPM8,ATP2B2,GPD1L,SLC2A9,NIPAL1,SLCO4C1,SPINK1,ADRB2,TREM2,KCNQ5,SLC22A16,SGK1,GPER1,SLC29A4,CAMK2B,ABCB1,CLCN1,CA2,ATP6V0D2,SLC28A3,CALHM1,CALHM3,SFXN4,KCNJ11,LOC102723370,SCN4B,UBASH3B,KCNJ1,KCNJ5,REP15,SLC38A1,ASIC1,HTR2A,LGALS3,TMEM63C,PLCB2,PKD1L3,SLC46A1,STAC2,ATP5MC1,TMC8,SLC26A11,HCN2,TMEM38A,HAMP,SPTBN4,TOMM40,P2RX6,SLC9A7,ATP1B4,FHL1,ATP2B3"
"GO:BP","microtubule cytoskeleton organization involved in mitosis","GO:1902850","false","0.03953894907283993","1.402974878217391","169","710","18","21026","STMN1,CDC20,NEK2,CENPA,SPRY1,CCNB1,SAPCD2,CDK1,SPRY2,DLGAP5,KIF23,PLK1,AURKB,BIRC5,UHRF1,WDR62,MYBL2,KIF4A"
"GO:BP","circulatory system process","GO:0003013","false","0.041314336761618595","1.3838992147841251","602","710","41","21026","HSPB7,GSTM2,ADORA3,GJA5,ATP1B1,ADORA1,TGFB2,ITGB1BP1,EPAS1,SLC1A4,ADRA2B,ATP2B2,PPARG,GPD1L,WWTR1,SUCNR1,ABCG2,ADRB2,GCLC,SGK1,GPER1,SLC29A4,CD36,ABCB1,FABP5,FGFBP3,VEGFB,SCN4B,KCNJ5,SLC38A1,HTR2A,HSD11B2,ADORA2B,THRA,TMEM38A,LRP3,SPTBN4,MYLK2,CXADR,APLN,ATP2B3"
"GO:BP","regulation of mitotic sister chromatid segregation","GO:0033047","false","0.04226582513580222","1.374010648078896","57","710","10","21026","CDC20,CENPF,TRIP13,CCNB1,CDK1,BUB1B,PLK1,AURKB,BIRC5,SPC24"
"GO:BP","adaptive thermogenesis","GO:1990845","true","0.04285586314721553","1.3679897534772734","170","710","18","21026","THADA,EPAS1,TRPM8,HADH,ADRB2,PPARGC1B,CD36,FABP5,FABP4,LIPA,FFAR4,LGR4,SORL1,GATM,TLE3,PEMT,THRA,ADISSP"
"GO:BP","regulation of mitotic cell cycle phase transition","GO:1901990","false","0.04419155839712871","1.3546606829514003","327","710","27","21026","CDC20,KIF14,DTL,CENPF,RRM2,CTDSPL,CDC25A,TRIP13,CCNB1,CDC25C,ANLN,CCNE2,CDK1,CCND2,RGCC,DLGAP5,BUB1B,TICRR,PKMYT1,PLK1,AURKB,CDC6,BIRC5,SPC24,E2F1,UBE2C,FHL1"
"GO:BP","metal ion transport","GO:0030001","false","0.04454136319415829","1.3512364954600167","883","710","54","21026","KCNAB2,KCNQ4,MCOLN3,AMIGO1,GSTM2,KCNC4,KCNA10,KCNA2,GJA5,ATP1B1,ADORA1,KCNF1,SLC30A3,SLC9A2,TMEM37,SLC40A1,SLC39A10,TRPM8,ATP2B2,GPD1L,NIPAL1,SPINK1,ADRB2,TREM2,KCNQ5,SGK1,GPER1,CAMK2B,SLC28A3,CALHM1,CALHM3,KCNJ11,SCN4B,UBASH3B,KCNJ1,KCNJ5,REP15,SLC38A1,ASIC1,HTR2A,LGALS3,PLCB2,PKD1L3,SLC46A1,STAC2,HCN2,TMEM38A,HAMP,SPTBN4,P2RX6,SLC9A7,ATP1B4,FHL1,ATP2B3"
"GO:BP","cell cycle G2/M phase transition","GO:0044839","false","0.049938004943093146","1.301568811994943","156","710","17","21026","NES,KIF14,DTL,CENPF,CDC25A,CCNB1,CDC25C,TPD52L1,ABCB1,CDK1,FOXM1,TICRR,PKMYT1,PLK1,AURKB,CDC6,FHL1"
"GO:CC","cytoplasm","GO:0005737","true","6.476834059994217e-13","12.188637229664035","12527","749","527","22149","TP73,KCNAB2,PER3,RBP7,SRM,KAZN,HSPB7,MRTO4,AKR7A3,RAP1GAP,STMN1,UBXN11,SYTL1,FABP3,FNDC5,COL8A2,HIVEP3,CDC20,B4GALT2,TACSTD2,ROR1,PRKACB,DNASE2B,SSX2IP,MCOLN3,GPR88,SYPL2,GSTM2,CSF1,KCNA2,PPM1J,PTGFRN,ANXA9,S100A16,NES,CRABP2,CD1A,CD1C,CD1E,PYHIN1,ILDR2,FMO1,ASPM,KIF14,SOX13,ETNK2,PIK3C2B,RAB7B,CTSE,FCMR,NEK2,DTL,CENPF,TGFB2,MTARC2,MTARC1,ITPKB,ITGB1BP1,RRM2,SDC1,ADCY3,EFR3B,DNMT3A,CENPA,KHK,CAD,SLC30A3,TRIM54,TOGARAM2,CDC42EP3,GALM,THADA,EPAS1,SPTBN1,SLC1A4,ADD2,ACTG2,RTKN,M1AP,REEP1,ADRA2B,NCAPH,LONRF2,CKAP2L,PROC,PKP4,ABCB11,DHRS9,CDCA7,FKBP7,CERKL,SLC40A1,CAVIN2,DNAH7,CXCR2,CXCR1,MOGAT1,FAM124B,IRS1,HJURP,TRPM8,MLPH,RAB17,BOK,SRGAP3,CAMK1,IL17RE,ATP2B2,PPARG,TSEN2,CAND2,NUP210,FGD5,GPD1L,XYLB,KIF9,CSPG5,CDC25A,DOCK3,DUSP7,ACOX2,FRMD4B,POLQ,CHST13,TXNRD3,CHCHD6,MCM2,RAB6B,WWTR1,PPM1L,MAP6D1,TPRG1,ZDHHC19,DYNLT2B,NRROS,NAT8L,CC2D2A,NCAPG,NIPAL1,SPATA18,KDR,GPAT3,PTPN13,ABCG2,HPGDS,DDIT4L,HADH,SPRY1,ABCE1,DCLK2,HPGD,CMBL,UGT3A1,SELENOP,GAPT,NDUFAF2,CCNB1,ARHGEF28,SLCO4C1,SNX24,PDLIM4,KIF20A,CDC25C,EGR1,JAKMIP2,ADRB2,ABLIM3,AFAP1L1,ARHGEF37,PPARGC1B,SLIT3,F13A1,NEDD9,MBOAT1,DCDC2,GPLD1,ALDH5A1,FANCE,TREML1,CAPN11,GCLC,KLHL31,KCNQ5,NDUFAF4,SLC22A16,TPD52L1,SGK1,ADGRG6,PPP1R14C,IPCEF1,SYNJ2,ACAT2,PACRG,RPS6KA2,DNAAF5,GPER1,GLCCI1,CDCA7L,WIPF3,GGCT,ANLN,CAMK2B,ADCY1,VKORC1L1,MLXIPL,CD36,HGF,ABCB1,PPP1R9A,TMEM130,FAM131B,ATG9B,RHOBTB2,NEFL,CDCA2,ESCO2,ZNF703,EIF4EBP1,RGS20,RRS1,FABP5,FABP4,CA2,ATP6V0D2,CCNE2,DCSTAMP,CCN3,DEPTOR,LRATD2,ADCY8,ERMP1,DENND4C,TPM2,SPAG8,SHB,ALDH1B1,SLC28A3,FBP1,CTSV,TBC1D2,GABBR2,ANKS6,GALNT12,TGFBR1,SLC46A2,ASTN2,GGTA1,TTLL11,STRBP,SARDH,PIERCE1,SAPCD2,NOXA1,FRMD4A,HACD1,MRC1,THNSL1,CDK1,EGR2,DNAJC12,PALD1,SLC29A3,MYOZ1,ADK,LIPA,HHEX,CEP55,FFAR4,GOLGA7B,NPM3,CALHM1,SORCS1,SFXN4,TOLLIP,C11ORF21,HBD,APBB1,DENND2B,PDE3B,KCNJ11,E2F8,LOC102723370,SLC43A1,GLYAT,MS4A6E,SYT7,RAB3IL1,ASRGL1,TMEM223,MACROD1,STIP1,VEGFB,PPP1R14B,SNX32,TMEM151A,NPAS4,SPTBN2,TBC1D10C,NUDT8,WNT11,DDIAS,ME3,RAB38,TMPRSS4,USP2,SORL1,UBASH3B,CLMP,NRGN,SLC37A2,CCND2,VWF,CD9,GSG1,EPS8,REP15,KIF21A,TMEM117,RAPGEF3,TROAP,FAIM2,ASIC1,GPD1,KRT79,KRT78,TMT1B,DYRK2,TRHDE,GLIPR1,AMDHD1,LTA4H,GAS2L3,IGF1,NT5DC3,PHETA1,DTX1,RASAL1,HRK,ABCB9,BRI3BP,ADGRD1,SACS,MIPEP,SHISA2,ALOX5AP,SMAD9,RGCC,HTR2A,RCBTB2,DIAPH3,TBC1D4,UCHL3,SPRY2,GPR137C,LGALS3,DLGAP5,TRMT5,LOC101928143,CIPC,TMEM63C,FLRT2,EVL,TDRD9,BUB1B,PLCB2,GCHFR,C15ORF62,GATM,TNFAIP8L3,MNS1,MYZAP,TLN2,PCLAF,RBPMS2,CLN6,KIF23,CSPG4,RASGRF1,CPEB1,TM6SF1,ABHD2,TICRR,PCSK6,FBXL16,CCDC78,NTHL1,AMDHD2,PKMYT1,HS3ST2,PLK1,QPRT,MYL11,HSD3B7,TRIM72,SHCBP1,PLEKHG4,HSD11B2,AGRP,DPEP3,PLA2G15,PMFBP1,FA2H,LDHD,RNF166,TRAPPC2L,CBFA2T3,DBNDD1,CAMKK1,AURKB,PFAS,CENPV,LRRC75A,NT5M,PEMT,EPN2,B9D1,TMEM97,SLC46A1,RAB11FIP4,STAC2,GSDMA,THRA,CDC6,TOP2A,KAT2A,PTGES3L,VAT1,KIF18B,ATP5MC1,PHOSPHO1,ITGA3,PPM1E,TEX2,PRKCA,EVPL,CYGB,PRCD,TMC8,BIRC5,SLC26A11,BAIAP2,MRPL12,RAC3,FN3K,COLEC12,TYMS,MTCL1,PRELID3A,LDLRAD4,CABLES1,RNF125,SETBP1,TNFRSF11A,CCDC102B,FBXO15,TIMM21,RBFA,GAMT,MATK,NMRK2,PLIN4,TNFSF14,TIMM44,OLFM2,AP1M2,SPC24,TMEM38A,NWD1,GDF15,ISYNA1,PLEKHF1,CD22,WDR62,SPTBN4,EXOSC5,B3GNT8,TOMM40,APOC1,RASIP1,SHANK1,KLK4,ISOC2,PEG3,SLC27A5,CFAP61,THBD,GINS1,MYLK2,E2F1,AHCY,EPB41L1,FAM83D,MYBL2,FITM2,UBE2C,EYA2,ATP9A,SLC17A9,CXADR,DOP1B,TTC3,LCA5L,UMODL1,TUBA8,RTL10,RTN4R,P2RX6,CHCHD10,OSBP2,TIMP3,FOXRED2,CENPM,PNPLA3,RIBC2,GTSE1,GRAMD4,REPS2,SLC9A7,KIF4A,ERCC6L,RNF128,KLHL13,LONRF3,KIAA1210,MBNL3,GPC4,FHL1"
"GO:CC","cell periphery","GO:0071944","true","0.0000023165567593238274","5.635157054425148","6347","749","286","22149","KCNAB2,KAZN,SYTL1,RAB42,FNDC5,COL8A2,KCNQ4,SLC1A7,TACSTD2,ROR1,PRKACB,MCOLN3,F3,GPR88,AMIGO1,CSF1,KCNC4,KCNA10,KCNA2,ADORA3,TSPAN2,CD101,GJA5,ANXA9,S100A16,CD1A,CD1C,CD1E,OR6K3,OR6N1,VANGL2,SLAMF6,LY9,ATP1B1,ASPM,KIF14,ADORA1,PIK3C2B,SLC45A3,FCMR,TGFB2,TLR5,ITGB1BP1,KCNF1,SDC1,ADCY3,EFR3B,SLC30A3,ALK,CDC42EP3,SPTBN1,SLC1A4,ADD2,ACTG2,RTKN,ADRA2B,IL1RL2,SLC9A2,PKP4,ABCB11,SLC40A1,CAVIN2,SLC39A10,CXCR2,CXCR1,IRS1,NMUR1,TRPM8,MLPH,RAB17,SNED1,CPNE9,IL17RE,ATP2B2,TIMP4,FGD5,COLQ,GPD1L,CSPG5,DOCK3,GPR156,WWTR1,SUCNR1,NRROS,SLC2A9,ADGRA3,KDR,PTPN13,ABCG2,SPRY1,HPGD,SEMA5A,ANKH,GAPT,CD180,ARHGEF28,SLCO4C1,PDLIM4,ADRB2,RASGEF1C,F13A1,NEDD9,GPLD1,TREML1,TREM2,TNFRSF21,KCNQ5,SLC22A16,SGK1,ADGRG6,IPCEF1,SYNJ2,GPER1,ELFN1,SLC29A4,THSD7A,EEPD1,ANLN,ADCY1,CD36,ABCB1,PPP1R9A,TMEM130,TSPAN12,CLCN1,LPL,RHOBTB2,RGS20,FABP5,CA2,ATP6V0D2,DCSTAMP,CCN3,LRATD2,ADCY8,PSCA,DENND4C,ARHGEF39,SHB,SLC28A3,DIRAS2,TBC1D2,GABBR2,TGFBR1,SLC46A2,ASTN2,SAPCD2,NOXA1,MRC1,SLC29A3,ADK,FGFBP3,CEP55,FFAR4,GOLGA7B,CALHM1,CALHM3,TOLLIP,TSPAN32,APBB1,DENND2B,NCR3LG1,KCNJ11,LOC102723370,LGR4,SLC43A1,MS4A6E,SYT7,SPTBN2,TBC1D10C,MRGPRF,WNT11,RAB38,TMPRSS4,SCN4B,SORL1,CLMP,KCNJ1,KCNJ5,VWF,CD9,GSG1,EMP1,EPS8,TMEM117,SLC38A1,RAPGEF3,FAIM2,ASIC1,TRHDE,GLIPR1,IGF1,RASAL1,ADGRD1,GJB6,HTR2A,DIAPH3,SPRY2,LGALS3,SLC38A6,LOC101928143,TMEM63C,FLRT2,DISP2,C15ORF62,TNFAIP8L3,MYZAP,TLN2,ITGA11,PAQR5,CSPG4,LINGO1,RASGRF1,ABHD2,PCSK6,CCDC78,CLDN9,OTOA,SPN,TRIM72,PLEKHG4,DPEP3,PKD1L3,CLEC10A,ADORA2B,EPN2,TMEM97,SLC46A1,RAB11FIP4,STAC2,GSDMA,PHOSPHO1,ITGA3,PRKCA,EVPL,PRCD,TMC8,SLC26A11,BAIAP2,RAC3,COLEC12,LAMA1,MTCL1,TNFRSF11A,HCN2,PLPPR3,GNG7,DIRAS1,MATK,NMRK2,PLIN4,TNFSF14,PRAM1,OLFM2,GDF15,HAPLN4,LRP3,MAG,CD22,SPTBN4,SHANK1,SLC27A5,ANGPT4,THBD,EPB41L1,UBE2C,ATP9A,BMP7,CXADR,UMODL1,XKR3,RTN4R,P2RX6,ZNRF3,OSBP2,TIMP3,SHANK3,REPS2,GPR34,GPR82,SLC9A7,ATP1B4,XPNPEP2,GPC4,FHL1,ATP2B3"
"GO:CC","membrane","GO:0016020","false","0.000002621184302437308","5.58150244158011","9953","749","413","22149","TMEM52,KCNAB2,KAZN,RAP1GAP,STMN1,SYTL1,RAB42,FNDC5,KCNQ4,B4GALT2,SLC1A7,TACSTD2,ROR1,PRKACB,MCOLN3,F3,GPR88,SYPL2,AMIGO1,CSF1,KCNC4,KCNA10,KCNA2,ADORA3,TSPAN2,PTGFRN,CD101,GJA5,ANXA9,S100A16,CD1A,CD1C,CD1E,OR6K3,OR6N1,VANGL2,SLAMF6,LY9,ILDR2,ATP1B1,FMO1,ASPM,KIF14,ADORA1,PIK3C2B,SLC45A3,RAB7B,FCMR,DTL,CENPF,MTARC2,MTARC1,TLR5,STUM,ITPKB,SLC35F3,ITGB1BP1,HPCAL1,KCNF1,GREB1,SDC1,ADCY3,EFR3B,CAD,SLC30A3,ALK,CDC42EP3,THADA,SPTBN1,SLC1A4,ADD2,M1AP,REEP1,ADRA2B,ITPRIPL1,NCAPH,IL1RL2,SLC9A2,TMEM37,PKP4,ABCB11,DHRS9,SLC40A1,CAVIN2,SLC39A10,CXCR2,CXCR1,MOGAT1,IRS1,NMUR1,TRPM8,RAB17,BOK,CPNE9,IL17RE,ATP2B2,NUP210,FGD5,COLQ,GPD1L,CSPG5,DOCK3,GPR156,CHST13,CHCHD6,RAB6B,WWTR1,SUCNR1,PPM1L,ZDHHC19,TM4SF19,NRROS,NAT8L,SLC2A9,NCAPG,ADGRA3,TMEM156,NIPAL1,SPATA18,KDR,GPAT3,PTPN13,ABCG2,SPRY1,ABCE1,HPGD,SEMA5A,ANKH,UGT3A1,SELENOP,GAPT,NDUFAF2,CD180,CCNB1,ARHGEF28,SLCO4C1,SNX24,PDLIM4,ADRB2,RASGEF1C,NEDD9,MBOAT1,GPLD1,H3C2,H3C3,H3C7,H3C8,H3C12,TREML1,TREM2,PTCRA,TNFRSF21,KCNQ5,NDUFAF4,SLC22A16,SGK1,ADGRG6,PPP1R14C,IPCEF1,SYNJ2,PACRG,GPER1,ELFN1,SLC29A4,THSD7A,CDCA7L,EEPD1,CAMK2B,ADCY1,VKORC1L1,CD36,HGF,ABCB1,TMEM130,TSPAN12,CLCN1,ATG9B,LPL,RHOBTB2,RGS20,FABP5,CA2,ATP6V0D2,DCSTAMP,DEPTOR,LRATD2,ADCY8,PSCA,ERMP1,DENND4C,ARHGEF39,SPAG8,SHB,SLC28A3,DIRAS2,TBC1D2,GABBR2,GALNT12,TGFBR1,SLC46A2,ASTN2,GGTA1,SAPCD2,NOXA1,HACD1,TMEM236,MRC1,PLXDC2,TMEM273,CDK1,SLC29A3,ADK,CEP55,FFAR4,GOLGA7B,CALHM1,CALHM3,SORCS1,SFXN4,MKI67,TOLLIP,TSPAN32,HBD,APBB1,DENND2B,PDE3B,NCR3LG1,KCNJ11,LOC102723370,LGR4,SLC43A1,MS4A6E,SYT7,TMEM223,VEGFB,TMEM151A,SPTBN2,TBC1D10C,MRGPRF,RAB38,LAYN,TMPRSS4,SCN4B,USP2,SORL1,CLMP,SLC37A2,KCNJ1,KCNJ5,CCND2,CD9,CLEC9A,GSG1,EMP1,EPS8,REP15,TMEM117,SLC38A1,RAPGEF3,FAIM2,ASIC1,TMT1B,DYRK2,TRHDE,GLIPR1,IGF1,RASAL1,HRK,TMEM120B,ABCB9,BRI3BP,ADGRD1,GJB6,SHISA2,ALOX5AP,HTR2A,DIAPH3,SPRY2,GPR137C,LGALS3,SLC38A6,LOC101928143,TMEM63C,FLRT2,EVL,DISP2,GCHFR,C15ORF62,GATM,TNFAIP8L3,MYZAP,TLN2,CLN6,ITGA11,PAQR5,CSPG4,LINGO1,RASGRF1,CPEB1,TM6SF1,ABHD2,PCSK6,CCDC78,PKMYT1,CLDN9,OTOA,HS3ST2,SPN,ASPHD1,MYL11,HSD3B7,TRIM72,PLEKHG4,HSD11B2,DPEP3,DPEP2,PLA2G15,PKD1L3,FA2H,LDHD,CBFA2T3,CLEC10A,ADORA2B,CENPV,PEMT,EPN2,B9D1,TMEM97,SLC46A1,RAB11FIP4,STAC2,GSDMA,VAT1,FAM171A2,ATP5MC1,ITGA3,TEX2,PRKCA,EVPL,PRCD,TMC8,SLC26A11,BAIAP2,MRPL12,RAC3,COLEC12,TYMS,LAMA1,MTCL1,LDLRAD4,ANKRD29,RNF125,TNFRSF11A,TIMM21,HCN2,PLPPR3,GNG7,DIRAS1,MATK,NMRK2,PLIN4,TNFSF14,CTXN1,TIMM44,PRAM1,OLFM2,AP1M2,TMEM38A,PLEKHF1,LRP3,MAG,CD22,SPTBN4,TMEM91,B3GNT8,TOMM40,SHANK1,SLC27A5,CFAP61,THBD,EPB41L1,FITM2,UBE2C,OCSTAMP,ATP9A,SLC17A9,CXADR,DOP1B,TTC3,UMODL1,XKR3,TUBA8,RTN4R,P2RX6,CHCHD10,ZNRF3,OSBP2,PNPLA3,GTSE1,GRAMD4,SHANK3,REPS2,GPR34,GPR82,SLC9A7,KIF4A,ERCC6L,RNF128,ATP1B4,XPNPEP2,GPC4,FHL1,ATP2B3"
"GO:CC","vesicle","GO:0031982","true","0.000023192738899754693","4.634647961201942","4033","749","194","22149","KCNAB2,AKR7A3,RAP1GAP,STMN1,SYTL1,FABP3,TACSTD2,PRKACB,MCOLN3,SYPL2,GSTM2,CD101,ANXA9,S100A16,CRABP2,CD1A,CD1C,CD1E,SLAMF6,ATP1B1,PIK3C2B,RAB7B,CTSE,FCMR,TGFB2,GREB1,SDC1,KHK,CAD,SLC30A3,ALK,GALM,SPTBN1,SLC1A4,ADD2,ACTG2,ABCB11,SLC40A1,CXCR2,CXCR1,MLPH,RAB17,BOK,CPNE9,ATP2B2,FGD5,GPD1L,CTDSPL,KIF9,CSPG5,RAB6B,SUCNR1,PPM1L,MAP6D1,KDR,PTPN13,HPGD,SEMA5A,CMBL,SELENOP,SLCO4C1,SNX24,PDLIM4,SPINK1,ADRB2,F13A1,GPLD1,H1-1,H3C2,H3C3,H3C7,H3C8,H2AC14,H3C12,TREML1,CAPN11,ACAT2,PACRG,GPER1,WIPF3,GGCT,CAMK2B,ADCY1,CD36,HGF,ABCB1,ATG9B,RHOBTB2,FABP5,FABP4,CA2,ATP6V0D2,DCSTAMP,ADCY8,PSCA,DENND4C,SPAG8,FBP1,TBC1D2,TGFBR1,SLC46A2,ASTN2,MRC1,CDK1,SLC29A3,FFAR4,TOLLIP,DENND2B,KCNJ11,LOC102723370,SYT7,RAB3IL1,VEGFB,SNX32,TBC1D10C,RAB38,TMPRSS4,SORL1,SLC37A2,VWF,CD9,EPS8,REP15,SLC38A1,RAPGEF3,GPD1,KRT79,KRT78,TRHDE,GLIPR1,LTA4H,IGF1,CUX2,PHETA1,HTR2A,RCBTB2,DIAPH3,TBC1D4,LGALS3,LOC101928143,FLRT2,PLCB2,GCHFR,GATM,CLN6,CSPG4,ABHD2,SPN,QPRT,TRIM72,DPEP3,PLA2G15,PKD1L3,TRAPPC2L,PFAS,EPN2,SLC46A1,RAB11FIP4,VAT1,ITGA3,PRKCA,EVPL,TMC8,SLC26A11,BAIAP2,RAC3,COLEC12,LDLRAD4,GNG7,AP1M2,TMEM38A,GDF15,PLEKHF1,CD22,SPTBN4,B3GNT8,ZNF114,KLK4,AHCY,ATP9A,BMP7,SLC17A9,CXADR,DOP1B,TUBA8,RTN4R,OSBP2,TIMP3,SLC9A7,RNF128,KIAA1210,XPNPEP2,GPC4,ATP2B3"
"GO:CC","plasma membrane","GO:0005886","false","0.000024839133284556363","4.6048635621307845","5866","749","263","22149","KCNAB2,KAZN,SYTL1,RAB42,FNDC5,KCNQ4,SLC1A7,TACSTD2,ROR1,PRKACB,MCOLN3,F3,GPR88,AMIGO1,CSF1,KCNC4,KCNA10,KCNA2,ADORA3,TSPAN2,CD101,GJA5,ANXA9,S100A16,CD1A,CD1C,CD1E,OR6K3,OR6N1,VANGL2,SLAMF6,LY9,ATP1B1,ASPM,KIF14,ADORA1,PIK3C2B,SLC45A3,FCMR,TLR5,ITGB1BP1,KCNF1,SDC1,ADCY3,EFR3B,SLC30A3,ALK,CDC42EP3,SPTBN1,SLC1A4,ADD2,ADRA2B,IL1RL2,SLC9A2,PKP4,ABCB11,SLC40A1,CAVIN2,SLC39A10,CXCR2,CXCR1,IRS1,NMUR1,TRPM8,RAB17,CPNE9,IL17RE,ATP2B2,FGD5,COLQ,GPD1L,CSPG5,DOCK3,GPR156,WWTR1,SUCNR1,NRROS,SLC2A9,ADGRA3,KDR,PTPN13,ABCG2,SPRY1,HPGD,SEMA5A,ANKH,GAPT,CD180,ARHGEF28,SLCO4C1,PDLIM4,ADRB2,RASGEF1C,NEDD9,TREML1,TREM2,TNFRSF21,KCNQ5,SLC22A16,SGK1,ADGRG6,IPCEF1,SYNJ2,GPER1,ELFN1,SLC29A4,THSD7A,EEPD1,ADCY1,CD36,ABCB1,TMEM130,TSPAN12,CLCN1,LPL,RHOBTB2,RGS20,FABP5,CA2,ATP6V0D2,DCSTAMP,LRATD2,ADCY8,PSCA,DENND4C,ARHGEF39,SHB,SLC28A3,DIRAS2,TBC1D2,GABBR2,TGFBR1,SLC46A2,SAPCD2,NOXA1,MRC1,SLC29A3,ADK,CEP55,FFAR4,GOLGA7B,CALHM1,CALHM3,TOLLIP,TSPAN32,APBB1,DENND2B,NCR3LG1,KCNJ11,LOC102723370,LGR4,SLC43A1,MS4A6E,SYT7,SPTBN2,TBC1D10C,MRGPRF,RAB38,TMPRSS4,SCN4B,SORL1,CLMP,KCNJ1,KCNJ5,CD9,GSG1,EMP1,EPS8,TMEM117,SLC38A1,RAPGEF3,FAIM2,ASIC1,TRHDE,GLIPR1,IGF1,RASAL1,ADGRD1,GJB6,HTR2A,DIAPH3,SPRY2,LGALS3,SLC38A6,LOC101928143,TMEM63C,FLRT2,DISP2,C15ORF62,TNFAIP8L3,MYZAP,TLN2,ITGA11,PAQR5,CSPG4,LINGO1,RASGRF1,ABHD2,PCSK6,CCDC78,CLDN9,OTOA,SPN,TRIM72,PLEKHG4,DPEP3,PKD1L3,CLEC10A,ADORA2B,EPN2,TMEM97,SLC46A1,RAB11FIP4,STAC2,GSDMA,ITGA3,PRKCA,EVPL,PRCD,TMC8,SLC26A11,BAIAP2,RAC3,COLEC12,MTCL1,TNFRSF11A,HCN2,PLPPR3,GNG7,DIRAS1,MATK,NMRK2,PLIN4,TNFSF14,PRAM1,OLFM2,LRP3,MAG,CD22,SPTBN4,SHANK1,SLC27A5,THBD,EPB41L1,UBE2C,ATP9A,CXADR,UMODL1,XKR3,RTN4R,P2RX6,ZNRF3,OSBP2,SHANK3,REPS2,GPR34,GPR82,SLC9A7,ATP1B4,XPNPEP2,GPC4,FHL1,ATP2B3"
"GO:CC","plasma membrane region","GO:0098590","false","0.00013855804503541162","3.8583682528983414","1332","749","80","22149","SYTL1,KCNQ4,SLC1A7,TACSTD2,GPR88,KCNC4,KCNA2,ADORA3,VANGL2,ATP1B1,ASPM,ADORA1,ADCY3,SPTBN1,ADD2,SLC9A2,ABCB11,SLC40A1,CAVIN2,SLC39A10,IRS1,TRPM8,RAB17,ATP2B2,FGD5,CSPG5,SLC2A9,ABCG2,HPGD,SLCO4C1,PDLIM4,ADRB2,NEDD9,TREM2,GPER1,ELFN1,SLC29A4,ADCY1,CD36,ABCB1,ATP6V0D2,ADCY8,SLC28A3,GABBR2,SAPCD2,CEP55,FFAR4,CALHM1,CALHM3,KCNJ11,SLC43A1,SYT7,SPTBN2,TBC1D10C,CLMP,EPS8,SLC38A1,FAIM2,ASIC1,GJB6,HTR2A,DIAPH3,SPRY2,LOC101928143,FLRT2,CSPG4,OTOA,SLC46A1,RAB11FIP4,ITGA3,PRCD,SLC26A11,BAIAP2,MTCL1,SHANK1,SLC27A5,THBD,CXADR,P2RX6,ATP2B3"
"GO:CC","cytoskeleton","GO:0005856","true","0.00031336211945899996","3.5039535040519847","2474","749","127","22149","KCNAB2,KAZN,HSPB7,STMN1,UBXN11,CDC20,ROR1,PRKACB,SSX2IP,NES,ASPM,KIF14,NEK2,DTL,CENPF,ITPKB,ITGB1BP1,EFR3B,TRIM54,TOGARAM2,CDC42EP3,SPTBN1,SLC1A4,ADD2,ACTG2,RTKN,REEP1,CKAP2L,PKP4,DNAH7,CXCR2,MLPH,TSEN2,FGD5,KIF9,FRMD4B,MAP6D1,DYNLT2B,TM4SF19,CC2D2A,PTPN13,DCLK2,CD180,CCNB1,PDLIM4,KIF20A,ABLIM3,AFAP1L1,NEDD9,DCDC2,FANCE,SYNJ2,PACRG,GPER1,ANLN,CAMK2B,PPP1R9A,NEFL,CCNE2,ADCY8,TPM2,SPAG8,TTLL11,STRBP,PIERCE1,FRMD4A,CDK1,MYOZ1,CEP55,NPM3,SPTBN2,USP2,CLMP,CCND2,KIF21A,RAPGEF3,KRT79,KRT78,DYRK2,GAS2L3,GJB6,RGCC,HTR2A,DIAPH3,SPRY2,DLGAP5,EVL,BUB1B,C15ORF62,MNS1,MYZAP,TLN2,PCLAF,KIF23,CCDC78,PLK1,MYL11,SHCBP1,AURKB,CENPV,B9D1,RAB11FIP4,CDC6,TOP2A,KAT2A,KIF18B,PRKCA,EVPL,BIRC5,BAIAP2,RAC3,MTCL1,CCDC102B,UHRF1,WDR62,SPTBN4,CFAP61,E2F1,EPB41L1,FAM83D,LCA5L,TUBA8,CDC45,RIBC2,GTSE1,KIF4A,RNF128"
