"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"617","ADCY3",5109.95234095964,-2.3501397364022,0.2112899328154,-11.1228192705966,9.71525673860189e-29,7.41813825640802e-27
"618","EFR3B",139.422913043478,-3.60036321118072,0.810934651485509,-4.43976984407485,9.00551343205898e-06,6.05339631285713e-05
"619","DNMT3A",1389.72419180611,-2.51399934558588,0.364314946042354,-6.9006209404695,5.17757201073175e-12,9.3304916585005e-11
"620","DTNB",437.888352380378,1.60639085767632,0.432004915636644,3.71845504421862,0.000200444955094435,0.000989316062778757
"621","KIF3C",204.934803240915,1.2381772709957,0.308882452221161,4.00857109910911,6.10872478562413e-05,0.000338906001561967
"622","LOC124907743",12.1899601970037,1.82707155783774,0.768222132050482,2.37831153466127,0.0173921250465684,0.0480895989753292
"623","GAREM2",85.1509196241857,2.99487294896613,0.326872226794653,9.1622129488767,5.08437864604763e-20,2.03533107120229e-18
"624","ADGRF3",35.0069275806197,2.39488298786308,0.642786465652031,3.72578315791661,0.000194709738428197,0.000963778143441947
"625","DRC1",2.32577121871373,4.05719122631621,1.55291036464031,2.61263709657572,0.00898466489715315,0.0275186230158534
"626","OTOF",29.0726817735306,4.69108600251124,0.958419670796744,4.89460530230091,9.8503222425177e-07,8.02030976902626e-06
"627","CENPA",15.8811846993716,-3.33336583087964,0.705841055548178,-4.72254455118205,2.32912046863481e-06,1.76274403749542e-05
"628","KHK",77.7687057136922,-2.54868170095588,0.284856913814925,-8.94723483036746,3.6449826576001e-19,1.3687607007119e-17
"629","SLC5A6",843.965248235211,-1.22879041933251,0.255383542379957,-4.81154896623811,1.49765030830874e-06,1.17935671337254e-05
"630","CAD",1697.59678471337,-2.20316614678905,0.272511184112035,-8.08468156625558,6.2326829093864e-16,1.6996427362422e-14
"631","SLC30A3",160.576030124617,-5.23313970011019,0.4733250433987,-11.0561225802331,2.0475906269506e-28,1.52946117265267e-26
"632","TRIM54",117.346280349088,-5.39545735323301,0.704202388197712,-7.66179928335913,1.83346030463442e-14,4.32973856132224e-13
"633","FTH1P3",105.656769313625,1.17991555211418,0.331721400587917,3.55694733599638,0.000375189334705153,0.00171619776442898
"634","IFT172",272.457450325417,-1.48616317464589,0.314581858123353,-4.72424946407157,2.30966756864432e-06,1.74930589989608e-05
"635","LOC105374378",2.90298505658494,-3.99785521239328,1.38281968980107,-2.89108930244434,0.00383909012381433,0.0132357724200072
"636","LOC105374382",5.1436770671506,3.11419482507803,1.05106359800713,2.96289856387635,0.00304756980296322,0.0108288002512736
"637","FOSL2",12049.0312037819,3.12505416517307,0.409065397867819,7.63949769758542,2.18070806257863e-14,5.11520589123284e-13
"638","LOC102723530",4.49052839194994,5.06236622645921,1.42676259876873,3.5481489568257,0.000387948753922216,0.00176750309632274
"639","WDR43",923.181366692577,-1.04010009565249,0.197603397249828,-5.26357395737233,1.41281636092125e-07,1.35661956668619e-06
"640","TOGARAM2",25.0322017021603,-3.9057386188903,0.749371436314323,-5.21201960685895,1.86795800883832e-07,1.76165701327588e-06
"641","PCARE",5.06101780379279,-5.59517261043524,1.38076275738213,-4.0522331447029,5.07310728434138e-05,0.000287090803661768
"642","CLIP4",2906.44677360896,-1.7642531486471,0.234362455255509,-7.52788302513584,5.15695577110059e-14,1.16574342299353e-12
"643","ALK",28.3110832769679,-6.02262990067214,1.05441813001161,-5.71180419726456,1.11784661664712e-08,1.28458895478244e-07
"644","YPEL5",2426.97086585169,1.33621252060334,0.254074367866809,5.25913940796978,1.44731138555212e-07,1.38586955525047e-06
"645","EHD3",126.057441672164,-1.68291335531216,0.66557088750779,-2.5285260922601,0.0114542572177583,0.0337392437207179
"646","TTC27",316.577109765083,-1.43335607713138,0.276499401031251,-5.18393917594556,2.17247808295659e-07,2.02385034605662e-06
"647","FAM98A",529.946341395821,-1.36541838661121,0.215934985938365,-6.32328467143783,2.56060939206048e-10,3.73070835524515e-09
"648","CRIM1",2201.89816933874,3.36932169561225,0.386631441366443,8.71455690128124,2.91898073697567e-18,9.8329586394592e-17
